customer_id,geography_id,customer_name,birthdate,maritalstatus,gender,datefirstpurchase
11532,634,Lauren Miller,1977-02-26,M,F,2018-10-07
11533,280,Ebony Gill,1977-07-21,M,F,2018-11-15
11534,337,Cameron Lewis,1978-11-13,S,M,2017-03-21
11535,543,Devin Nelson,1978-07-03,M,M,2017-03-05
11536,322,Logan Chow,1978-04-17,M,M,2017-03-27
11537,310,Dakota Ross,1978-03-24,M,M,2017-03-24
11538,352,Nicole Taylor,1979-08-28,S,F,2017-03-19
11539,311,Justin Washington,1979-08-22,M,M,2017-03-26
11540,312,Alberto Navarro,1979-01-28,S,M,2017-03-16
11541,547,Aidan Ross,1979-04-12,S,M,2017-03-15
11542,278,Alejandro Tang,1988-09-10,S,M,2018-11-12
11546,189,Christine Chande,1988-03-14,M,F,2018-06-05
11547,201,Cindy Sai,1988-03-08,M,F,2018-06-28
11548,230,Raymond Sanchez,1988-10-12,S,M,2017-06-04
11549,257,Crystal Liang,1988-09-06,M,F,2017-06-23
11550,263,Deb Torres,1988-08-08,S,F,2017-07-23
11551,215,Shannon Alvarez,1987-05-25,S,M,2018-09-02
11554,224,Sydney Simmons,1946-09-28,S,F,2018-11-09
11555,237,Alexandria Henderson,1946-07-08,M,F,2018-11-09
11561,159,Briana Dominguez,1986-07-24,S,F,2017-08-22
11562,158,Jarrod Gonzalez,1986-04-19,M,M,2018-12-28
11564,146,Jorge Liang,1986-07-12,S,M,2017-08-19
11566,226,April Shan,1987-09-02,M,F,2018-08-01
11567,165,Carla Perez,1987-09-23,M,F,2018-09-16
11568,236,Alexia Foster,1986-10-23,S,F,2017-07-13
11570,124,Kristin Andersen,1986-01-22,M,F,2017-09-26
11571,183,Joel Sai,1986-05-18,M,M,2018-06-15
11572,186,Billy Moreno,1986-03-15,M,M,2018-06-12
11575,243,Jackson Campbell,1985-04-21,S,M,2017-07-23
11603,244,Geoffrey Gonzalez,1997-02-06,S,M,2017-07-21
11604,275,Edgar Sanchez,1997-06-03,S,M,2017-07-06
11609,277,Eugene Ye,1996-06-26,S,M,2017-07-31
11610,269,Blake Collins,1995-04-23,S,M,2017-07-13
11612,230,Keith Andersen,1994-10-11,S,M,2017-08-05
11750,10,Latoya She,1988-03-24,M,F,2017-01-14
11751,36,Victoria Gonzales,1990-07-17,M,F,2017-01-08
11754,7,Janet Ortega,1990-07-08,M,F,2017-01-16
11756,17,Linda Ortega,1988-09-13,S,F,2017-01-28
11759,28,Dawn Nath,1989-11-22,M,F,2017-01-10
11761,31,Edgar Mehta,1987-04-19,S,M,2017-02-05
11762,19,Randall Gomez,1987-08-24,M,M,2017-02-07
11764,10,Jessie Ramos,1987-07-17,S,F,2017-03-12
11765,11,Marc Torres,1986-10-11,M,M,2017-03-15
11766,38,Candace Raman,1986-07-04,S,F,2017-03-22
11767,24,Meagan Madan,1986-05-24,S,F,2017-03-20
11768,30,Clayton Nara,1986-10-08,M,M,2017-03-06
11892,14,Julio Ortega,1989-10-08,M,M,2017-03-07
11893,18,Orlando Carlson,1989-02-09,M,M,2017-03-03
11894,25,Ann Gonzalez,1989-05-04,M,F,2017-03-25
11895,23,Dustin Chander,1989-07-21,M,M,2017-03-15
11896,16,Frank Carlson,1989-11-18,M,M,2017-03-04
11897,38,Orlando Ashe,1988-11-28,S,M,2017-03-02
11898,20,Angela Henderson,1990-07-03,M,F,2017-03-17
11899,36,Brenda Perez,1990-09-16,S,F,2017-03-07
11900,10,Byron Carlson,1990-03-07,S,M,2017-03-24
11901,3,Stacy Alvarez,1988-02-19,S,F,2017-03-13
11903,21,Kate Raji,1989-04-27,S,F,2017-03-24
11904,34,Kaylee Cook,1989-11-09,S,F,2017-03-20
11905,31,Isaiah Ramirez,1989-06-16,S,M,2017-03-01
11906,20,Gabriella Sanders,1987-02-18,M,F,2017-03-13
11907,19,Sarah Garcia,1987-09-08,S,F,2017-03-31
11908,38,Rafael Tang,1986-07-11,S,M,2017-03-22
11909,26,Nichole She,1986-02-10,M,F,2017-03-23
11910,4,Jaclyn Zheng,1986-06-12,M,F,2017-04-11
11912,27,Rachael Sai,1985-12-17,S,F,2017-04-29
11914,13,Meagan Rana,1988-05-08,S,F,2017-04-20
11915,13,Philip Carlson,1988-03-16,S,M,2017-04-04
11916,40,Joe Rana,1985-09-07,S,M,2017-04-03
11917,3,Roy Sanz,1985-10-22,S,M,2017-04-29
11918,2,Kaylee Hill,1984-03-03,M,F,2017-04-15
11919,26,Warren Andersen,1984-02-18,M,M,2017-04-07
11920,20,Adrienne Gomez,1984-02-28,S,F,2017-04-12
11942,10,George Gonzalez,1969-06-13,M,M,2017-04-17
11943,40,Dawn Huang,1969-02-27,M,F,2017-04-20
11944,15,Rachael Rodriguez,1970-10-15,S,F,2017-04-21
11946,18,Brandy Saunders,1971-01-03,S,F,2017-04-23
11947,14,Jenny Zheng,1971-10-22,S,F,2017-04-15
11952,34,Dorothy Robinson,1974-09-23,S,M,2017-04-07
11963,2,Antonio Patterson,1975-06-13,M,M,2017-04-24
11964,22,Sharon Salavaria,1976-02-17,S,M,2017-04-16
11967,25,Latasha Munoz,1977-02-10,S,F,2017-04-25
11968,9,Kelsey Becker,1978-10-21,S,F,2017-04-30
11969,30,Randy Xu,1978-07-25,S,M,2017-04-21
11976,12,Audrey Ramos,1979-05-26,S,F,2017-04-27
11977,10,Bonnie Jai,1979-05-23,M,F,2017-05-04
11986,34,Max Alvarez,1983-07-24,S,M,2017-05-25
11988,4,Kathryn Chapman,1982-08-20,S,F,2017-05-13
11989,24,Kara Anand,1982-03-28,S,F,2017-05-06
11990,10,Joanna Vazquez,1982-07-15,S,F,2017-05-16
11994,27,Leah Hu,1986-10-22,S,F,2017-05-28
11996,21,Veronica Srini,1980-08-02,S,F,2017-05-07
11997,2,Kristina Kapoor,1980-04-07,M,F,2017-05-08
11998,24,Donna Sharma,1980-08-10,M,F,2017-05-19
11999,10,Johnny Shan,1980-06-05,M,M,2017-05-13
12000,21,Ashley Russell,1985-03-12,S,F,2017-05-19
12001,4,Shannon Yang,1985-07-06,S,F,2017-05-17
12002,5,Adriana Lopez,1984-02-06,S,F,2017-05-27
12003,25,Audrey Munoz,1983-03-11,S,F,2017-05-09
12004,36,Jarrod Suri,1983-12-20,S,M,2017-05-11
12005,24,Gilbert Shen,1982-07-17,M,M,2017-05-24
12007,20,Shannon Sun,1981-07-26,M,F,2017-06-09
12009,11,Ann Martinez,1977-08-03,S,F,2017-06-13
12010,27,Max Serrano,1977-02-26,M,M,2017-06-23
12011,32,Morgan Johnson,1955-02-17,S,F,2017-06-03
12037,21,Patricia Chapman,1963-09-14,S,F,2017-06-29
12039,32,Ricardo Nath,1963-02-13,M,M,2017-06-29
12123,275,Wesley Liang,1978-06-14,M,M,2017-08-13
12124,192,Brandi Gill,1977-02-08,S,F,2016-08-01
12125,149,Diana Ortega,1977-01-12,M,F,2017-11-16
12128,123,Kristy Munoz,1976-12-16,M,F,2017-11-02
12129,158,Wendy Alvarez,1976-09-21,M,F,2017-11-26
12130,151,Suzanne Zhou,1976-08-12,S,F,2017-11-09
12131,186,Randall Dominguez,1975-10-17,M,M,2016-08-24
12132,224,Kaitlyn Henderson,1975-11-19,M,F,2016-08-02
12133,242,Colleen Xie,1975-12-26,M,F,2017-08-14
12210,247,Alan He,1998-09-25,M,M,2017-09-16
12214,243,Julie Raje,1982-09-20,M,F,2017-09-08
12215,254,Karla She,1982-12-14,M,F,2017-09-11
12216,258,Gerald Rodriguez,1982-04-02,M,M,2017-09-26
12222,248,Jenny Xu,1981-03-20,M,F,2017-09-14
12239,254,Alberto Ramos,1962-06-01,M,M,2017-09-24
12263,259,Emmanuel Garcia,1980-03-15,S,M,2017-09-29
12292,229,Nicolas Kumar,1964-03-24,M,M,2017-11-21
12296,211,Francisco Sara,1965-02-15,M,M,2016-11-19
12299,274,Walter Serrano,1965-06-10,M,M,2017-11-10
12300,180,Adriana Gonzalez,1966-07-18,S,F,2016-11-24
12301,223,Nichole Nara,1966-12-05,S,F,2016-11-10
12305,234,Xavier Bailey,1974-07-06,M,M,2017-12-29
12307,226,Brad She,1974-11-13,M,M,2016-11-29
12308,184,Margaret He,1974-04-25,M,F,2016-12-04
12321,211,Rosa Hu,1971-02-15,M,F,2016-12-03
12337,6,Dustin Goldstein,1995-10-09,S,M,2017-06-07
12338,38,Monica Vance,1996-07-08,S,F,2017-06-26
12339,29,Clayton Jai,1996-07-08,S,M,2017-07-16
12340,21,Stacy Diaz,1996-11-05,S,F,2017-07-26
12341,5,Katie Kumar,1996-09-09,M,F,2017-07-07
12342,18,Morgan Young,1995-03-09,M,F,2017-07-13
12343,9,Gloria Ruiz,1994-06-04,M,F,2017-07-20
12346,15,Wesley Gao,1995-05-22,S,M,2017-07-07
12347,40,Summer Madan,1995-02-21,M,F,2017-07-16
12348,6,Jimmy Vazquez,1994-02-24,M,M,2017-07-31
12349,15,Lacey Yuan,1994-07-26,S,F,2017-07-01
12350,34,Logan Hernandez,1993-02-25,M,M,2017-07-09
12353,24,Joe Ramos,1993-10-20,M,M,2017-07-28
12354,34,Lance Ortega,1993-08-07,M,M,2017-07-06
12355,19,Monique Ortega,1993-03-23,S,F,2017-07-01
12356,13,Julia Wood,1991-08-22,S,F,2017-07-12
12358,9,Lacey Raje,1990-02-26,M,F,2017-07-31
12360,12,Mario Goel,1991-07-26,S,M,2017-07-19
12398,187,Ashley Clark,1991-07-12,S,F,2016-12-18
12510,205,Roberto Sanz,1982-11-20,M,M,2017-02-27
12607,213,Tamara Zhu,1980-09-22,M,F,2017-03-04
12620,190,Maurice Lal,1989-04-17,M,M,2017-03-23
12621,198,Barry Martinez,1989-12-12,M,M,2017-03-28
12667,31,Maria Wood,1996-11-22,M,F,2017-08-04
12668,19,Melissa Patterson,1996-04-26,S,F,2017-08-13
12669,2,Irving Schmidt,1996-03-04,S,M,2017-08-10
12670,18,Sarah Martinez,1995-07-21,S,F,2017-08-26
12671,26,Alan Huang,1994-02-11,S,M,2017-08-12
12673,35,Colin Stone,1995-08-28,M,M,2017-08-27
12674,26,Jimmy Travers,1995-07-27,M,M,2017-08-23
12675,37,Holly Fernandez,1993-10-05,S,F,2017-08-13
12676,32,Michele Madan,1994-06-28,S,F,2017-08-21
12677,2,Cedric Liu,1994-11-05,M,M,2017-08-07
12680,18,George Sanchez,1992-07-02,S,M,2017-08-24
12681,21,Christy Chow,1992-03-08,S,F,2017-08-29
12683,25,Laura Zhou,1993-02-01,S,F,2017-08-21
12684,4,Shaun Shen,1993-05-23,M,M,2017-08-09
12685,40,Jaclyn Xu,1992-03-22,M,F,2017-08-01
12686,32,Trisha Zhou,1992-10-18,S,F,2017-08-31
12687,2,Marshall Li,1992-04-20,S,M,2017-09-18
12688,24,Stacy Navarro,1992-08-04,S,F,2017-09-09
12689,21,Tamara Pal,1992-10-05,S,F,2017-09-24
12693,14,Ruth Gonzalez,1991-01-09,M,F,2017-09-03
12694,17,Jay Arthur,1992-01-11,S,M,2017-09-13
12698,13,Mohamed Pal,1990-05-14,M,M,2017-09-14
12699,35,Amy Chow,1990-03-18,M,F,2017-09-15
12700,24,Mindy Kumar,1991-03-20,M,F,2017-10-30
12701,10,Gary Gutierrez,1991-10-18,M,M,2017-10-19
12702,27,Yolanda Shan,1991-09-07,M,F,2017-10-20
12703,6,Renee Suarez,1991-06-20,M,F,2017-10-06
12705,30,Andre Garcia,1989-08-10,M,M,2017-10-01
12706,24,Louis Liang,1989-01-13,M,M,2017-10-14
12750,212,Teresa Vazquez,1990-08-11,S,F,2017-04-12
12754,223,Lindsey Deng,1990-06-20,M,F,2017-04-08
12805,215,Marvin Moreno,1988-06-13,M,M,2017-04-26
12987,39,Felicia Moreno,1989-05-12,M,F,2017-10-18
12988,5,Barbara Goel,1989-01-26,S,F,2017-10-02
12989,3,Carly Goel,1989-11-13,M,F,2017-10-02
12990,25,Leslie Hernandez,1989-10-15,S,F,2017-10-19
12991,3,Jésus Serrano,1988-03-12,M,M,2017-10-19
12994,27,Anna Martinez,1990-04-09,S,F,2017-10-29
12995,13,Grant Nara,1990-09-02,M,M,2017-10-18
12996,28,Jaclyn Liu,1990-05-13,M,F,2017-10-23
12998,8,Mayra Mehta,1988-01-11,S,F,2017-10-02
12999,7,Nichole Shen,1987-06-20,S,F,2017-10-24
13000,31,Rafael Raje,1989-09-20,M,M,2017-10-11
13001,39,Clarence Zhang,1989-09-06,S,M,2017-10-25
13006,34,Whitney Rana,1986-04-21,S,F,2017-10-25
13007,27,Brooke Ward,1985-10-05,S,F,2017-10-07
13010,27,Erica Ye,1985-08-16,M,F,2017-10-29
13011,34,Anne Ortega,1985-05-04,S,F,2017-10-21
13012,4,Krystal Hu,1985-09-24,S,F,2017-10-21
13038,5,Wilson Pais,1970-02-01,M,M,2017-10-13
13049,23,Autumn Wang,1973-07-06,M,F,2017-10-24
13051,4,Ethan Jones,1974-11-27,S,M,2017-10-13
13075,32,Kelvin Lin,1975-04-11,M,M,2017-10-23
13076,30,Craig Munoz,1975-03-03,S,M,2017-10-23
13077,14,Alejandro Goel,1976-05-24,S,M,2017-10-24
13078,15,Michele Chande,1976-01-22,S,F,2017-10-08
13079,38,Edwin Bhat,1977-02-26,S,M,2017-10-26
13080,30,Denise Mehta,1977-05-18,S,F,2017-11-06
13081,25,Krista Ruiz,1977-03-24,S,F,2017-11-28
13082,33,Juan Peterson,1978-02-24,S,M,2017-11-08
13089,27,Elizabeth Alexander,1979-09-01,M,F,2017-11-20
13090,27,Wayne Tang,1979-06-01,S,M,2017-12-24
13091,21,Deanna Martin,1979-08-11,S,F,2017-12-26
13103,34,Brendan Raji,1983-08-02,S,M,2017-12-28
13104,3,Gregory Becker,1983-04-12,S,M,2017-12-12
13257,120,Jon Chander,1977-07-06,M,M,2016-07-16
13258,133,Anne Dominguez,1977-03-03,M,F,2016-07-08
13259,170,Allen Garcia,1977-11-07,M,M,2016-07-26
13260,171,James Flores,1977-10-09,M,M,2016-07-20
13261,160,Lindsey Andersen,1977-04-05,M,F,2016-07-11
13263,188,Kate Anand,1976-04-24,S,F,2017-05-16
13264,121,Melanie Sanchez,1976-05-23,M,F,2016-07-06
13265,160,Luke Adams,1976-01-22,S,M,2016-07-14
13405,189,Ethan Bryant,1977-10-05,M,M,2017-05-04
13406,170,Craig Jiménez,1977-01-05,M,M,2016-07-31
13540,117,Paula Ortega,1980-03-06,M,F,2016-08-12
13541,157,Ashlee Xu,1980-08-12,M,F,2016-08-31
13555,183,Tammy Smith,1989-09-13,M,F,2017-06-26
13556,205,Alisha Nath,1989-11-13,S,F,2017-06-21
13558,190,Karen Lu,1989-06-22,M,F,2017-06-18
13559,123,Lori Ramos,1989-06-17,S,F,2016-08-29
13560,167,Andres Shan,1989-08-16,M,M,2016-09-19
13575,211,Alicia Shen,1964-08-25,M,F,2017-07-21
13577,204,Theodore Torres,1965-08-14,M,M,2017-07-24
13579,121,Alan Chen,1966-02-26,M,M,2016-09-27
13580,172,Carol Xu,1966-07-18,M,F,2016-09-23
13584,267,Isaiah Cox,1973-08-17,S,M,2016-07-29
13585,243,Savannah Morris,1973-05-17,M,F,2016-07-25
13590,277,Louis Xie,1973-05-18,M,M,2016-07-06
13591,278,Latasha Alonso,1973-05-25,M,F,2016-07-05
13592,207,Gabriella Collins,1972-06-07,M,F,2017-07-05
13595,220,Cole Stewart,1971-06-02,S,M,2017-07-16
13600,273,Marie Sanz,1971-02-19,M,F,2016-08-06
13602,231,Virginia Mehta,1970-05-17,M,F,2016-08-08
13605,184,Gerrit Straatsma,1969-11-18,M,M,2017-07-24
13606,118,Drew Sharma,1969-07-01,M,M,2016-10-18
13607,145,Levi Rana,1969-04-05,S,M,2016-10-19
13685,123,Briana Torres,1993-02-16,M,F,2016-10-30
13686,128,Peter Jai,1993-10-14,M,M,2016-10-09
13697,172,Jésus Munoz,1991-06-24,S,M,2016-10-25
13768,216,Ross Munoz,1988-04-20,M,M,2017-07-20
13769,205,Brendan Kumar,1988-09-02,M,M,2017-07-20
13770,131,Gerald Moreno,1988-07-26,M,M,2016-10-20
13771,147,Victor Moreno,1988-12-24,S,M,2016-11-09
13782,144,Kelli Lu,1987-07-21,M,F,2016-11-03
13822,117,Jay Moyer,1982-06-08,M,M,2016-12-15
13823,213,Margaret Zheng,1982-05-06,M,F,2017-08-19
13841,278,Clayton Kumar,1994-01-04,S,M,2016-09-22
14146,238,Toni Sara,1979-07-22,M,F,2016-10-20
14150,243,Billy Munoz,1979-02-21,M,M,2016-10-10
14157,255,Willie Xu,1989-04-14,S,M,2016-10-11
14160,117,Brittney Hu,1989-07-05,M,F,2017-02-23
14161,115,Claudia Li,1989-02-02,S,F,2017-02-04
14162,131,Brett Garcia,1989-11-18,M,M,2017-02-10
14163,153,Ebony Garcia,1989-10-23,M,F,2017-02-19
14164,130,Kari Smith,1989-11-12,S,F,2017-02-13
14171,118,Michele Lal,1964-09-05,S,F,2017-02-08
14183,260,Robyn Carlson,1973-10-17,S,F,2016-10-11
14185,211,Frank Vazquez,1972-11-19,S,M,2017-09-18
14186,192,Katrina Tang,1972-06-26,M,F,2017-09-21
14191,266,Derrick Martin,1971-01-15,M,M,2016-10-12
14192,222,Ronald Kapoor,1970-08-23,M,M,2017-09-22
14195,247,Clinton Blanco,1970-05-04,S,M,2016-10-23
14200,215,Colleen Goel,1968-10-07,M,F,2017-09-10
14203,220,Seth Rodriguez,1967-05-14,S,M,2017-09-02
14424,213,Stefanie Raman,1977-07-08,S,F,2017-09-05
14427,251,Emmanuel Patel,1976-05-08,M,M,2016-10-07
14428,173,Cassie Andersen,1975-10-12,S,F,2017-03-01
14525,238,Claudia Sun,1997-06-07,M,F,2016-10-09
14697,248,Nelson Jimenez,1992-02-10,S,M,2016-11-29
14702,234,Curtis Zimmerman,1992-12-07,M,M,2016-11-07
14712,252,Eugene Liu,1991-11-22,S,M,2016-11-20
14713,172,Jon Ye,1990-07-08,S,M,2017-03-14
14714,183,Meghan Diaz,1990-08-11,S,F,2017-10-24
14716,184,Shannon Zhou,1991-06-01,S,F,2017-10-11
14719,182,Ronnie He,1990-04-08,M,M,2017-10-09
14770,229,Melvin Andersen,1988-06-05,M,M,2016-12-29
14771,249,Heidi Vance,1988-08-23,M,F,2016-12-19
14774,143,Max Ferrier,1988-03-17,S,M,2017-03-04
14778,242,Renee Jimenez,1987-06-21,S,F,2016-12-14
14833,241,Riley Hayes,1982-06-13,S,F,2016-12-12
14843,243,Lee Vazquez,1995-07-07,S,M,2016-12-18
14846,259,Kelsey Chande,1994-11-13,S,F,2017-01-20
14847,270,Vadim Sazanovich,1994-03-12,S,F,2017-01-21
14928,251,Roy Patel,1988-03-21,M,M,2017-01-30
14929,276,Peter Anand,1988-10-03,M,M,2017-01-18
14937,278,Brendan Xu,1986-11-23,S,M,2017-01-07
14940,151,Carmen Rana,1987-02-23,M,F,2017-05-19
14941,261,Emma Patterson,1986-07-27,S,F,2017-01-14
14947,234,Alejandro Chen,1985-01-11,S,M,2017-01-02
14949,235,Steve Wu,1985-04-14,M,M,2017-01-18
14950,267,Maria Hernandez,1984-08-27,S,F,2017-01-13
15080,134,Evelyn Chandra,1989-11-09,M,F,2017-06-30
15084,133,Adrienne Serrano,1989-09-20,S,F,2017-07-25
15100,171,Brenda Chandra,1966-11-23,M,F,2017-07-07
15101,162,Shawn Shan,1966-10-17,S,M,2017-07-07
15114,176,Erika Munoz,1971-10-27,M,F,2017-07-04
15116,133,Mackenzie Ramirez,1970-04-26,M,F,2017-07-04
15117,129,Dana Dominguez,1969-05-14,M,F,2017-07-22
15357,157,Craig Navarro,1975-10-22,M,M,2017-07-12
15625,142,Clinton Alvarez,1992-10-17,M,M,2017-08-11
15626,155,Eduardo White,1992-07-23,M,M,2017-08-31
15627,146,Troy Srini,1992-12-24,S,M,2017-08-20
15630,260,Nichole Tang,1991-05-03,S,F,2017-04-26
15631,263,Clayton Andersen,1991-11-12,S,M,2017-04-26
15632,245,Gloria Carlson,1991-01-09,M,F,2017-05-12
15638,259,Rosa He,1961-07-26,M,F,2017-05-22
15652,229,Barbara Wang,1981-05-25,M,F,2017-05-20
15653,254,Gerald Madan,1981-06-07,S,M,2017-05-12
15657,271,Marcus Hayes,1980-06-20,M,M,2017-05-08
15660,250,April Jai,1979-09-02,M,F,2017-06-19
15661,269,Brandon Robinson,1979-08-20,M,M,2017-06-08
15662,279,Megan Richardson,1980-05-24,M,F,2017-06-08
15675,120,Jay Alonso,1989-10-16,M,M,2017-09-10
15684,168,Tyrone Suarez,1964-07-10,S,M,2017-09-10
15685,172,Robin Vazquez,1964-06-09,M,F,2017-09-26
15693,127,Isabel Barnes,1974-07-19,S,F,2017-09-29
15697,121,Julia Morris,1973-07-06,M,F,2017-09-17
15926,153,Donna Deng,1976-02-12,S,F,2017-09-02
15927,164,Gilbert Huang,1976-12-04,S,M,2017-09-08
15928,171,Priscilla Pal,1976-05-08,S,F,2017-09-23
15932,178,Tabitha Jimenez,1975-09-11,M,F,2017-09-07
16033,248,Erica Lin,1991-10-15,M,F,2017-07-11
16045,260,Evelyn Sara,1978-07-04,M,F,2017-07-23
16046,275,Robyn Gomez,1978-08-20,S,F,2017-07-06
16053,267,Frederick Perez,1976-06-18,M,M,2017-07-29
16196,145,Kurt Raheem,1993-10-21,M,M,2017-09-08
17647,186,Molly Lopez,1991-11-15,S,F,2017-12-06
17648,211,Gilbert Sharma,1991-04-17,S,M,2017-12-27
17651,208,Ethan Butler,1990-02-25,S,M,2017-12-05
18626,118,Tony Pal,1992-09-08,S,M,2017-12-25
19802,56,Sara James,1994-07-13,S,F,2016-07-30
20075,66,Aaron Allen,1973-05-18,S,M,2017-06-04
20716,157,Kristina Arun,1993-09-13,M,F,2017-11-05
22971,49,Morgan Howard,2000-11-06,S,F,2017-01-09
22975,53,Courtney Turner,1998-09-12,S,F,2017-01-06
23566,52,Benjamin Shan,1999-03-27,S,M,2017-04-06
23806,52,Olivia Foster,1978-08-19,M,F,2017-04-29
24491,66,Kaitlyn Russell,2000-05-05,S,F,2017-06-19
24493,55,Seth Bennett,1999-03-28,S,M,2017-06-04
24501,50,Victoria Garcia,1999-04-28,S,F,2017-06-29
24646,62,Juan Murphy,1964-07-12,M,M,2017-06-23
24781,41,Carmen Garcia,1992-10-22,M,F,2017-07-07
24786,60,Haley Adams,1990-01-24,M,F,2017-07-19
24817,66,Victoria Richardson,1989-10-11,M,F,2017-07-20
24824,59,Alexandria Wood,1985-09-08,S,F,2017-07-18
24832,55,Morgan Martin,1985-08-02,M,F,2017-07-30
24976,64,Stephanie Cooper,1969-07-17,M,F,2017-07-05
24977,69,Sophia Green,1969-07-12,M,F,2017-07-14
25046,57,Caleb Long,1993-09-10,M,M,2017-07-05
25061,68,Julia Hughes,1994-07-23,S,F,2017-07-25
25093,55,Madison Griffin,1987-06-27,S,F,2017-07-17
25094,68,Charles Thomas,1987-03-15,S,M,2017-07-15
25095,69,Adam Jai,1987-07-14,S,M,2017-08-04
25100,49,Kristen Huang,1979-05-14,M,F,2017-08-06
25361,60,Haley Ross,1978-06-21,S,F,2017-08-05
25363,62,Alexandria Gray,1978-02-19,M,F,2017-08-11
25371,49,Renee Gomez,1992-02-22,M,F,2017-08-17
25393,66,Lucas Cox,1991-12-14,M,M,2017-08-27
25857,552,Abigail Perry,1964-09-05,S,F,2016-07-22
25861,385,Garrett Cooper,1965-02-26,M,M,2016-07-09
25864,68,Petr Lazecky,1966-06-07,M,F,2017-08-12
25875,60,Jocelyn Price,1968-06-12,M,F,2017-08-19
25883,71,Luis Carter,1969-02-03,M,M,2017-08-17
25892,60,Stephanie Price,1971-03-21,M,F,2017-08-15
25911,51,Alexandra Sanders,1998-04-02,S,F,2017-09-30
25995,62,Jack Phillips,1981-04-02,M,M,2017-12-28
25999,71,Joshua Thompson,1980-07-01,M,M,2017-12-27
26127,608,Terry Chander,1969-04-02,M,M,2017-07-09
26174,548,Isaac Adams,2000-06-26,S,M,2017-07-11
26183,298,Allen Arthur,1997-02-04,S,M,2017-07-27
26249,641,Thomas Ross,1974-10-01,M,M,2017-07-12
26316,59,Stephanie Hughes,1989-10-07,S,F,2017-08-19
26481,331,Luke Young,1965-10-03,M,M,2017-10-21
26482,62,Sydney Hill,1965-05-17,M,F,2017-11-21
26496,70,Cassidy Griffin,1968-11-08,M,F,2017-11-27
26503,55,Jeremiah Townsend,1969-02-03,M,M,2017-12-05
26504,62,Jennifer Robinson,1969-08-20,M,F,2017-12-16
26512,52,Christina Cooper,1970-02-01,M,F,2017-12-08
26620,63,Isabella Green,1987-05-21,S,F,2016-07-30
26629,53,Miranda Price,1980-02-06,M,F,2016-08-19
26630,64,Vanessa Powell,1980-03-15,M,F,2016-10-22
26643,66,Benjamin Miller,1978-10-13,M,M,2016-11-27
26782,69,Seth Lewis,2000-09-25,S,M,2017-01-01
26789,55,Chase Morris,1998-11-10,S,M,2017-02-06
27026,54,Jonathan Perry,1975-07-11,S,M,2017-06-03
27027,59,Jennifer White,1975-07-14,S,F,2017-08-08
27043,59,Dalton Murphy,1978-06-09,S,M,2017-08-17
27053,59,Steven Cook,1979-03-24,S,M,2017-09-16
27060,60,Lucas Coleman,1993-03-28,M,M,2017-09-26
27062,66,Edward Harris,1993-04-03,S,M,2017-09-28
27071,58,Anthony Clark,1991-01-09,S,M,2017-09-08
27082,60,Zachary Taylor,1990-03-08,M,M,2017-10-24
27084,71,Fernando Russell,1990-03-03,M,M,2017-10-01
27085,58,Christian Wilson,1990-10-02,M,M,2017-11-27
27099,50,Zachary Williams,1990-10-03,M,M,2017-11-27
27101,51,Eduardo Bell,1990-03-05,S,M,2017-11-27
27102,55,Katherine Miller,1990-07-12,S,F,2017-11-28
27242,59,Hunter Diaz,1993-06-19,M,M,2017-12-26
27252,59,Andrea Stewart,1991-07-17,M,F,2017-12-29
27253,49,Connor Jai,1992-04-15,M,M,2017-12-29
27259,62,Angela Diaz,1990-02-28,M,F,2017-12-20
27265,53,Isabella Thomas,1989-09-08,S,F,2017-12-05
27577,632,Patrick Cook,1978-06-04,S,M,2016-07-09
27578,334,Courtney Carter,1978-11-08,M,F,2016-07-17
27601,301,Sydney Rogers,1973-11-10,S,F,2016-07-05
27604,632,Richard Brooks,1977-03-03,M,M,2016-07-10
27605,638,Miguel Martinez,1977-01-22,M,M,2016-07-29
27611,316,Jack Edwards,1976-12-03,M,M,2016-07-29
27612,299,Lucas Hill,1976-11-25,M,M,2016-07-06
27614,609,Warren Ye,1976-07-08,M,M,2016-07-19
27649,637,Evan Bailey,1975-06-08,M,M,2016-07-19
27666,322,Alyssa Garcia,1974-07-26,M,F,2016-07-09
27672,59,Justin Brown,1973-04-07,S,M,2017-02-25
27673,611,Jennifer Young,1973-05-23,S,F,2016-07-31
27678,542,Angel Carter,1971-09-11,S,M,2016-08-20
27681,307,Olivia Jackson,1971-06-10,M,F,2016-08-18
27726,335,Sophia Hall,2000-03-26,S,F,2016-08-07
27752,69,Christian Butler,1995-05-23,S,M,2017-02-19
27759,635,Alexandria Brooks,1985-05-10,S,F,2016-08-20
27917,337,Andrea Sanders,1993-11-02,S,F,2016-08-21
28013,60,James Miller,1964-04-15,M,M,2017-02-13
28014,300,Rachel Robinson,1964-10-23,S,F,2016-08-07
28017,611,Christopher Martin,1965-06-24,S,M,2016-08-14
28018,355,Rachel Foster,1965-03-21,S,F,2016-08-02
28022,315,Jason Lopez,1966-06-12,S,M,2016-08-18
28036,66,Jonathan Gonzales,1968-06-05,S,M,2017-02-03
28039,352,Xavier Lee,1968-09-02,S,M,2016-08-12
28040,616,Jack Mitchell,1969-02-22,M,M,2016-08-11
28041,631,Rebecca Wright,1969-05-02,S,F,2016-08-30
28042,311,Joseph Brown,1969-04-15,S,M,2016-08-15
